id;NomFournisseur;AddressFournisseur;idPays;idPaysLivraison;DateLivraison;TempsLivraison;Qte;PrixCommande
2255;Corbins, Rodriguez, & Savocchi;3150 Skokie Valley Rd.;17;1;07/05/2006 23:40;26:40.0;38440;14903.9311
2256;Parkway Auto Body;313 Grove Ave.;12;43;07/01/2006 00:55;20:00.0;43806;48226.0232
2257;Quad City Cleaning;242 Ashland Ave.;30;35;17/03/1972 17:07;28:16.0;70982;94260.7272
2258;Derbin Contracting Services;1660 Park Ave.;46;11;21/12/1972 04:27;26:40.0;93494;21725.9
2259;Happ Aluminum Siding Co.;886 Yale Lane;27;42;22/03/1987 16:02;13:20.0;56040;5672.194
2260;Air India;465 Stratford Rd.;26;17;16/02/2005 19:33;40:00.0;61638;45208.6506
2261;Pac Builders;225 Jeffrys Place;14;44;13/11/2004 20:55;46:40.0;31788;93590.8321
2262;K L Consulting;115 Judson Rd.;36;44;29/03/1993 10:13;13:20.0;28564;17173.6081
2263;First National Bank of Ottowa;456 Grossman Ln.;31;1;08/01/2006 13:47;53:20.0;59392;97287.952
2264;Vanity Town;218 Oakridge Ave.;34;17;17/04/2001 20:42;28:16.0;4250;49970.576
2265;Mac Computer Warehouse;266 Green Bay Rd.;37;12;12/09/2002 22:48;40:00.0;11461;20672.1276
2266;Schnitzer Denist College;2644 Princeton Ln.;15;30;21/01/2001 21:33;40:00.0;62278;80792.776
2267;Corbins, Rodriguez, & Savocchi;2600 Winsor Mall;34;46;14/07/2002 01:28;33:20.0;9436;86232.5847
2268;Gilbert Co.;2632 Prarie Ln.;1;27;06/01/2004 18:00;54:56.0;13620;3620.956
2269;Caranisco Homes;1882 St. Johns;43;26;26/03/2001 09:47;20:00.0;30402;32240.9444
2270;Jay's Cabinet Company;14836 W. River Oaks Dr.;18;14;03/03/1971 14:53;40:00.0;53558;30325.6016
2271;Keyth Contracting and Repair;574 Chicago Ave.;5;36;23/01/2001 11:20;28:16.0;70523;95000.8875
2272;Lake Shore Beaches;1101 Deerfield Place;46;31;16/02/1977 16:53;34:56.0;8574;98851.4068
2273;Happ Aluminum Siding Co.;1949 Cloverdale Rd.;33;34;22/06/1992 09:00;46:40.0;69360;72763.212
2274;AA Advertising;313 Grove Ave.;50;37;23/11/2003 15:07;53:20.0;4154;68910.6364
2275;Highland Woods City Hall;614 green bay Rd.;6;15;23/01/2001 11:20;34:56.0;22523;68223.0962
2276;Schnitzer Denist College;1770 first St.;48;34;04/03/1992 16:42;53:20.0;62060;55532.9025
2277;Glenn Oaks Office Supplies;10 Marquette Rd.;39;1;29/04/2000 10:48;14:56.0;5032;78653.701
2278;American Apartments;1660 Park Ave.;33;43;11/11/1982 10:53;13:20.0;71680;95696.572
2279;Hibbard Road Suppliers;5518 Madison St.;32;18;25/06/1971 02:07;46:40.0;10884;37708.4193
2280;Lake Shore Beaches;1633 McGovern place;36;5;20/12/1977 10:00;46:40.0;62398;64090.092
2281;Transformation Enterprises;581 Hill St. Apt. 234;11;46;23/12/2000 17:07;53:20.0;51412;5776.6232
2282;Lidhal design Corp.;3100 Trailer Way;7;33;02/02/1992 10:42;54:56.0;30566;9928.0536
2283;Johnson, Erico & Co CPA's;886 Yale Lane;28;50;02/11/2001 08:13;53:20.0;9348;47654.3954
2284;Eva Galler Galleries Inc.;1633 McGovern place;15;6;30/09/1993 15:40;00:00.0;80792;64791.945
2285;Libra & Sons;368 Woodland Rd.;11;48;30/12/1987 01:48;14:56.0;19472;23630.2552
2286;American Deli Workers Union;3150 Skokie Valley Rd.;36;39;21/06/1974 16:20;14:56.0;6668;63084.5984
2287;Derbin Contracting Services;244 Briar Ln;19;33;06/02/1994 09:35;13:20.0;27825;38935.7096
2288;Marks, Marks, and Kaplan Ltd.;3150 Skokie Valley Rd.;8;32;16/07/1985 12:07;40:00.0;29320;44204.2498
2289;Moveit Motercycle Service;1949 Cloverdale Rd.;49;36;28/12/1970 19:20;00:00.0;73500;45286.5364
2290;Trapezoid Studios;2220 Grant Blvd.;29;11;17/05/1970 22:22;48:16.0;97194;95968.739
2291;Darcy Frame and Matting Servic;218 Oakridge Ave.;42;7;11/11/2004 13:22;48:16.0;62240;2111.5267
2292;Marcy Elaine Bakery;3062 Lindenwood Ln.;17;28;14/03/2006 04:02;00:00.0;40400;59454.9384
2293;Masterlands Cleaning;12 Skokie Valley Rd.;19;15;18/11/2002 08:02;46:40.0;44648;44187.2936
2294;Nitelites Party Rental;220 Vine Ave.;20;11;01/11/1980 20:53;54:56.0;13970;55802.6614
2295;Vecot Inc.;77 Blackhawk Rd;48;36;19/03/1974 12:15;21:36.0;3307;50342.1188
2296;Parties Galore Golf Course;59 Cordon Terr.;8;19;04/02/2004 13:07;40:00.0;5206;1452.6594
2297;First National Bank of Ottowa;1185 County line Rd.;3;8;01/01/2001 11:33;26:40.0;33704;54080.6178
2298;Parties Galore Golf Course;511 Hill;43;49;27/06/2005 04:20;14:56.0;3925;47955.295
2299;North Park Lighting Galleries;1450 Harding Ave.;37;29;13/06/2001 03:40;06:40.0;72815;13165.0918
2300;Ampro Office Team Ltd.;872 Virginia Rd.;22;42;29/01/2007 19:47;46:40.0;56272;31494.892
2301;Camp Oconomowoc;12 Walker Ave.;49;17;22/09/1974 17:40;46:40.0;1140;40800.4264
2302;Meonits & Mogogni Inc.;643 De Temple Rd.;31;19;05/07/2000 08:33;26:40.0;55444;97086.8464
2303;Jay's Cabinet Company;632 Roger Williams;36;20;12/07/2005 21:27;13:20.0;22238;78174.4985
2304;Vecot Inc.;5518 Madison St.;15;48;04/01/2003 11:08;06:40.0;83459;47325.224
2305;Gourmet the Frog;2678 Sheridan Rd.;49;8;11/12/1996 18:02;20:00.0;38100;19576.7732
2306;Portugal, Liddy, & Son Ltd.;1949 Cloverdale Rd.;11;3;06/06/1971 04:35;28:16.0;12974;98972.2792
2307;Yale Remins Temp Agency;456 Grossman Ln.;30;43;08/10/2006 14:08;00:00.0;27584;28814.1934
2308;Smith Communications Inc.;218 Oakridge Ave.;12;37;08/10/1987 15:00;46:40.0;20171;72782.7306
2309;Venturi Discount Drugs;2644 Princeton Ln.;37;22;30/04/1986 07:42;00:00.0;7285;41080.6845
2310;Lake Shore Publishing;807 Old Trail Rd.;24;49;18/04/1980 17:35;46:40.0;95495;73735.8264
2311;Kosmo Consulting;970 Vilas Circle;8;31;18/06/2003 02:33;40:00.0;33804;66120.8139
2312;Dean Barnett Furniture Repair;2220 Grant Blvd.;4;36;02/05/2005 05:55;01:36.0;47582;5340.246
2313;Loyal Order of Buffalo;21 Lakeview Terrace #2312;16;15;29/03/1983 23:08;14:56.0;11897;75375.625
2314;Transformation Enterprises;59 Cordon Terr.;46;49;17/09/2002 23:00;00:00.0;94250;82163.8955
2315;Green Bay Travel Services;632 Roger Williams;4;11;28/04/2002 14:20;01:36.0;43085;50525.978
2316;Air Mexico;1486 Old Deerfield Rd.;48;30;02/01/2006 18:53;53:20.0;27391;68675.0158
2317;Venturi Discount Drugs;368 Woodland Rd.;15;12;19/11/1970 22:00;21:36.0;10566;42872.8548
2318;Tub's Furniture Store;929 Brittany Ave.;24;37;25/01/1993 22:13;26:40.0;49726;74452.6967
2319;Highland Woods City Hall;581 Hill St. Apt. 234;34;24;14/05/1972 15:00;48:16.0;9716;29291.2853
2320;janice Mann Accounting Service;511 Maple Ave.  Apt. 1B;33;8;09/06/1978 01:27;54:56.0;18381;3900.8488
2321;Glassman & Stone;38976 Forest View Rd.;28;4;13/08/1983 06:20;40:00.0;93568;72351.8169
2322;Nitelites Party Rental;618 Sheriden rd.;34;16;12/04/1985 13:20;46:40.0;94152;38614.7881
2323;New Dehli Auto Exchange;302-A Crestwood Village Rd.;41;46;09/06/1974 09:53;00:00.0;61160;87122.9616
2324;Gordon & Son Brockerage Ltd.;456 Grossman Ln.;16;4;02/05/2006 23:28;14:56.0;40164;80948.1874
2325;Highland Lanes;5518 Madison St.;22;48;15/12/2000 03:33;54:56.0;79567;95556.0925
2326;P K M Packaging Supply;1875 Roger Williams Ave.;44;15;21/10/1999 11:00;48:16.0;53616;16528.696
2327;Hibbard Road Suppliers;886 Yale Lane;32;24;15/12/1982 00:27;14:56.0;26800;7430.6928
2328;BBQ Smith's Tex Mex;245 Oakridge Ave.;20;34;05/12/2005 11:33;13:20.0;66312;5153.6506
2329;Innman Paint and Glass;1535 Knollwood Drive;7;33;21/11/2005 03:07;20:00.0;48750;6104.9976
2330;Hart Corporation;3148 cottonwood Ct.;20;28;16/02/1986 17:47;40:00.0;31350;29894.977
2331;Cosmo Skin Care Center;35 Glenlake Dr.;13;34;10/01/1997 01:33;20:00.0;22533;60010.4728
2332;Darcy Frame and Matting Servic;244 Briar Ln;16;41;07/09/2003 21:42;28:16.0;98190;50397.649
2333;First National Bank of Ottowa;43078 Kennedy Dr.;26;16;23/09/1986 03:42;08:16.0;81873;57676.3224
2334;Nel Video Productions;12 Broadview Lane;1;22;17/02/1994 04:40;34:56.0;16864;33340.4422
2335;Vanity Town;600 Central Ave.;23;44;21/08/2004 10:08;34:56.0;2300;8120.5194
2336;Marks, Marks, and Kaplan Ltd.;1920 Sunnyside Ave.;48;32;14/06/1987 21:13;53:20.0;44240;39260.4972
2337;Lennox Air Pollution Control;313 Grove Ave.;7;20;23/09/1990 15:27;46:40.0;35700;16780.3671
2338;Percy Photography;1975 elmwood Circle;15;7;09/05/1972 12:47;46:40.0;68743;36796.8398
2339;Metro Appliance Service;5518 Madison St.;41;20;24/06/2005 09:00;20:00.0;19721;73437.725
2340;Keyth Contracting and Repair;581 Hill St. Apt. 234;1;13;14/03/2000 02:13;53:20.0;46225;63514.1996
2341;BBQ Smith's Tex Mex;3062 Lindenwood Ln.;20;16;04/05/1986 15:13;06:40.0;23168;5124.79
2342;Bee Line Publishing;872 Virginia Rd.;10;26;13/01/2003 23:20;33:20.0;195.7;28742.34
2343;Glenn Oaks Office Supplies;1287 Glencoe Ave.;27;1;22/09/2003 22:48;26:40.0;70648;1240.737
2344;DBN Bank;3487 Green Bay Rd.;44;23;18/08/1989 08:08;54:56.0;25018;36348.968
2345;Cotton Thumb Ltd.;12 Skokie Valley Rd.;27;48;16/12/2001 07:47;34:56.0;69543;24178.712
2346;North West Gas Co.;1575 Oak Ave.  Apt. 2C;2;7;01/07/1998 14:33;14:56.0;24876;43312.437
2347;Perimeter Security Consultants;42 Valley Rd.;17;15;07/08/2005 03:40;40:00.0;41404;75205.7665
2348;Maintence Services of Maine;3148 cottonwood Ct.;41;41;17/08/1975 10:33;54:56.0;99140;10516.5
2349;American Deli Workers Union;313 Grove Ave.;48;1;07/10/1980 10:47;28:16.0;20192;90842.6596
2350;Parkway Auto Body;629 Kincaid Ave.;2;20;13/08/2001 23:02;13:20.0;1978;79900.8822
2351;Bee Line Publishing;1482 Concorde Circle;47;10;30/07/1990 09:42;53:20.0;99047;41198.642
2352;Percy Photography;1920 Sunnyside Ave.;4;27;20/03/1972 00:40;21:36.0;85446;93856.641
2353;Truck-X Muffler Repair;1750 Lily Court;45;44;03/12/1987 10:55;00:00.0;36150;9286.093
2354;Lidhal design Corp.;225 Jeffrys Place;40;27;18/10/1972 13:40;00:00.0;72301;55303.1368
2355;Griffith Paving and Sealcoatin;310 Walker Ave.;15;2;20/02/1989 17:47;28:16.0;31624;77186.1552
2356;Energy Source Diet Centers;3150 Skokie Valley Rd.;6;17;14/03/1990 07:33;26:40.0;88993;21750.2116
2357;Jay's Cabinet Company;512 Hill;24;41;08/10/1994 08:07;21:36.0;2860;52336.8544
2358;First National Bank of Ottowa;12 Craven Way;30;48;07/01/2004 18:27;40:00.0;85448;96047.266
2359;Gourmet the Frog;368 Woodland Rd.;3;2;12/06/2002 17:40;40:00.0;74355;21866.4812
2360;DBN Bank;886 Yale Lane;19;47;23/07/2003 23:40;20:00.0;6660;21660.5244
2361;Bee Line Publishing;5518 Madison St.;38;4;19/08/1992 22:33;08:16.0;29284;75680.7993
2362;Nirabi Auto Service;266 Green Bay Rd.;26;45;07/11/2000 12:55;48:16.0;33028;10316.7584
2363;Rythmics Ltd.;43078 Kennedy Dr.;14;40;02/04/1992 07:33;06:40.0;3365;65318.6531
2364;Got It All Electronics Supply;1715 Chicago Ave.;25;15;05/09/1975 06:35;08:16.0;92065;43216.8491
2365;Ebert Music Center;310 Walker Ave.;8;6;30/05/1975 06:33;06:40.0;13533;44142.4496
2366;Cradle the Call;4522 N. Greenview Apt. 1B;6;24;09/11/1971 18:40;26:40.0;65408;32128.6035
2367;Pasifico Inc.;899 Harvard Ct;20;30;10/09/2000 16:33;48:16.0;20576;17845.21
2368;Palmer Golf Supplies;115 Judson Rd.;13;3;19/12/1985 17:07;21:36.0;62798;86850.0697
2369;Marcy Elaine Bakery;1907 S. Prospect Ave.;38;19;16/01/2002 00:00;46:40.0;75600;54625.041
2370;Myers Chocolates and Confectio;1450 Harding Ave.;45;38;22/05/2003 11:40;13:20.0;52953;76956.4112
2371;Transformation Enterprises;12 Fort Sheriden Ave.;14;26;29/09/2000 19:13;48:16.0;54808;46190.9482
2372;First National Bank of Ottowa;406 Trinity Ct.;14;14;11/12/1971 11:47;20:00.0;64817;37234.1598
2373;Innman Paint and Glass;2267 Anderson Lane;24;25;16/05/1989 14:08;40:00.0;34800;69791.64
2374;Air Guatamala;38976 Forest View Rd.;32;8;11/09/2003 21:13;28:16.0;14552;83067.4537
2375;Meonits & Mogogni Inc.;245 Oakridge Ave.;36;6;10/11/1994 09:33;33:20.0;2036;88088.22
2376;American Deli Workers Union;1482 Concorde Circle;25;20;10/03/1992 11:35;20:00.0;71110;83162.6393
2377;Green Bay Travel Services;120 high St.;14;13;07/11/1986 15:07;53:20.0;62842;6334.1205
2378;AA Advertising;5518 Madison St.;30;38;03/08/2000 21:27;26:40.0;8852;84692.9692
2379;Froggy's Gourmet Catering;135 Lakewood place;12;45;10/02/1970 19:48;00:00.0;29122;71482.4575
2380;Green Shoes Corp.;310 Walker Ave.;44;14;05/01/1980 06:00;14:56.0;44357;12384.1304
2381;Tub's Furniture Store;1486 Oakwood;11;14;09/03/2005 23:08;53:20.0;59925;49826.6056
2382;Smith Communications Inc.;334 Lynn Terrace;39;24;07/06/1993 14:33;40:00.0;28006;44764.3196
2383;Block Boats and Lures;218 Oakridge Ave.;6;32;27/01/1997 21:20;46:40.0;24480;39567.8127
2384;Car Suite Cleaners;785 Highland place;37;36;02/09/1972 17:40;46:40.0;68026;16021.0801
2385;Happ Aluminum Siding Co.;38976 Forest View Rd.;15;25;16/09/1994 15:55;33:20.0;12040;99948.1866
2386;Moveit Motercycle Service;3478 Bryn Mawr St.;35;14;20/08/1990 14:47;33:20.0;23365;39044.0898
2387;BBQ Smith's Tex Mex;120 high St.;35;30;07/11/2002 20:13;46:40.0;21760;1638.3276
2388;Schnitzer Denist College;10 Marquette Rd.;17;12;19/01/1970 01:20;13:20.0;60464;13730.0904
2389;Transformation Enterprises;3487 Green Bay Rd.;16;44;19/03/1998 09:33;08:16.0;56908;58550.1935
2390;Energy Source Diet Centers;1126 Hillcrest Ave;12;11;29/11/1982 14:15;13:20.0;59431;14960.274
2391;Corbins, Rodriguez, & Savocchi;406 Trinity Ct.;4;39;04/05/1998 17:40;06:40.0;90118;3576.953
2392;Transformation Enterprises;746 Judson Place;36;6;23/03/2000 13:35;53:20.0;50426;62550.88
2393;Elm Place Business Supplies;12 Broadview Lane;33;37;17/07/2000 03:13;34:56.0;94800;81696.1194
2394;Maintence Services of Maine;4763 Blackhawk Rd.;31;15;02/04/1989 23:40;28:16.0;84092;25352.7842
2395;Maintence Services of Maine;2032 Northbrook Ct.;16;35;07/09/1977 18:07;53:20.0;11759;45400.4425
2396;Glenwood Credit Union;1535 Knollwood Drive;33;35;05/11/1977 17:47;06:40.0;45576;24933.305
2397;Loyal Order of Buffalo;1270 Linden Ave.;43;17;21/03/1987 04:40;33:20.0;2016;22332.2145
2398;Camp Stuff;54 Lakeview Terrace;8;16;08/11/1999 22:27;41:36.0;58643;56248.838
2399;Doerner's Awnings and Canopies;115 Pleasent Ave.;12;12;26/02/1996 18:40;01:36.0;3972;58650.0436
2400;Mergenthaler Inc.;3478 Bryn Mawr St.;4;4;13/09/1982 11:13;41:36.0;63485;84096.0176
2401;Futoons Cartoons Emporium;1858 Balsam Way;38;36;12/10/2006 00:22;06:40.0;70608;73242.3882
2402;Woodworks Co.;673 Calais Drive;46;33;04/05/2004 11:42;33:20.0;18760;24002.9375
2403;Got It All Electronics Supply;139 Bay Colony Dr.;35;31;29/12/2004 20:27;46:40.0;43025;63438.6928
2404;Deer Lake Inn;313 Grove Ave.;47;16;07/10/1970 07:02;34:56.0;17670;4529.6975
2405;PGS Associates;334 Lynn Terrace;31;33;22/02/2006 12:55;40:00.0;65636;74038.7016
2406;BBQ Smith's Tex Mex;1875 Roger Williams Ave.;36;43;14/05/1992 08:08;34:56.0;10000;38040.649
2407;Schmidt Denists;1858 Balsam Way;8;8;10/03/2000 12:27;46:40.0;23358;68304.0525
2408;Venturi Discount Drugs;3385 University Ave.;15;12;12/09/2004 02:20;46:40.0;34758;69460.27
2409;Kermit the Pet Shop;969 Saxony Drive;11;4;21/10/1974 05:00;40:00.0;92156;54736.5838
2410;Glassman & Stone;1875 Roger Williams Ave.;17;38;25/11/1986 18:28;54:56.0;10083;91835.905
2411;Griffith Paving and Sealcoatin;3100 Trailer Way;26;46;15/09/2002 17:15;08:16.0;54698;78374.6602
2412;Bernhardt Ltd.;2045 St. johns Ave.;27;35;07/07/1992 17:42;33:20.0;60795;68088.9476
2413;Nina's Snow Plowing;2479 Woodridge Drive;24;47;28/11/1992 05:08;26:40.0;19408;27208.472
2414;Masterlands Cleaning;574 Chicago Ave.;47;31;28/03/2005 04:00;01:36.0;68604;97912.835
2415;Parkway Auto Body;3148 cottonwood Ct.;19;36;24/03/1978 04:00;28:16.0;52160;79050.2181
2416;Arthur M. Feildberg Galleries;937 Judson Ave.;35;8;22/02/1977 22:53;48:16.0;92954;40928.029
2417;Lennox Air Pollution Control;581 Hill St. Apt. 234;50;15;16/06/1971 14:35;00:00.0;90120;48694.226
2418;Masterlands Cleaning;654 Walnut Rd.;45;11;11/04/2000 17:33;34:56.0;2004;60000.3174
2419;Futoons Cartoons Emporium;218 Oakridge Ave.;15;17;21/12/1994 08:53;00:00.0;28720;57271.6225
2420;Pasifico Inc.;750 Homewood Ave.;42;26;30/09/2003 00:35;06:40.0;78660;40706.8806
2421;Dean Barnett Furniture Repair;77 Blackhawk Rd;41;27;09/04/2006 13:27;40:00.0;63983;24840.8186
2422;Brand Y Creative Services;42 Valley Rd.;23;24;28/01/1980 17:08;46:40.0;56587;91305.0476
2423;Yale Remins Temp Agency;1715 Chicago Ave.;41;47;03/07/1982 00:20;53:20.0;1760;99286.1454
2424;Highland Heights Gift Shop;22 Clay rd.;47;19;03/02/2000 15:20;46:40.0;56768;55654.3403
2425;George Lee Antiques;1233 Arbor Rd.;25;35;31/10/2002 04:40;13:20.0;62064;25546.974
2426;Innman Paint and Glass;425 Lake Ave.;42;50;14/09/1978 23:27;54:56.0;74891;3544.2497
2427;Ebert Music Center;1486 Oakwood;26;45;09/01/1983 22:40;33:20.0;85160;77376.6012
2428;Dependable Plumbing and Sewer;1633 McGovern place;23;15;17/03/2007 02:53;40:00.0;12150;57494.9856
2429;Maintence Services of Maine;5518 Madison St.;3;42;17/03/1990 07:47;34:56.0;88161;87595.3612
2430;Sigman and Freud Psychiatry;643 De Temple Rd.;26;41;29/03/2002 22:00;53:20.0;97384;23204.6181
2431;Kermit the Pet Shop;2479 Woodridge Drive;42;23;25/05/1975 06:22;14:56.0;90824;40848.36
2432;Chicagoland Cleaners;1633 McGovern place;33;41;29/01/2000 21:47;26:40.0;20254;45827.4872
2433;Bernhardt Ltd.;770 Exmoor Rd.;43;47;23/04/2005 15:42;00:00.0;83686;51240.38
2434;Jay's Cabinet Company;3160 Summit Ave.;17;25;21/10/1978 15:15;06:40.0;6356;51600.94
2435;Doll House Rock;671 Blackstone Ave.;46;42;18/10/2001 11:13;01:36.0;21199;29080.7022
2436;Parties Galore Golf Course;1101 Deerfield Place;45;26;17/01/1972 12:40;26:40.0;76704;8433.4025
2437;Kosmo Consulting;220 Vine Ave.;40;23;29/09/1993 00:47;28:16.0;65656;74152.1049
2438;Mac Computer Warehouse;854 Woodbine;36;3;15/04/2004 06:53;34:56.0;86115;92663.8264
2439;Facelift Kitchen and Bath;225 Jeffrys Place;45;26;26/08/1994 01:13;40:00.0;99072;34706.4497
2440;Glenwood Credit Union;225 Jeffrys Place;31;42;25/01/1994 12:13;53:20.0;86506;60540.286
2441;Air France;241 Callan Rd.;36;33;29/09/1989 00:08;41:36.0;95397;3438.0803
2442;Dean Grant Buick and Crysler;1547 Vine;4;43;07/11/2004 07:20;41:36.0;67536;86412.2719
2443;First National Bank of Ottowa;1155 Ridgewood Drive;29;17;26/05/2001 23:28;28:16.0;80780;2500.223
2444;Air Guatamala;854 Woodbine;14;46;24/08/2000 22:07;41:36.0;4560;88192.514
2445;Ebert Music Center;3181 Barkwood Ct.;13;45;15/03/2000 20:13;33:20.0;45096;64267.9342
2446;Garfield Appliance Service;1954 First St.;16;40;03/04/2000 04:00;06:40.0;84832;93151.3048
2447;Kermit the Pet Shop;231 Sheriden Rd.;32;36;21/07/2006 20:08;34:56.0;42605;91332.3136
2448;Dapper's Antiques;3150 Skokie Valley Rd.;9;45;28/02/1975 22:53;20:00.0;83358;17642.854
2449;Glassman & Stone;1009 marvel Way;24;31;17/02/2005 19:08;13:20.0;49954;50744.1626
2450;Nyman Interior Design;1337 Cavell Ave.;17;36;02/05/2004 04:08;46:40.0;50079;72862.462
2451;Derbin Contracting Services;225 Jeffrys Place;43;4;09/02/1980 06:55;06:40.0;32804;32448.8883
2452;Hardee Woodwork Ltd.;43078 Kennedy Dr.;31;29;27/02/1983 02:13;40:00.0;2299;52865.1732
2453;Childress Child Day Care;632 Florence Dr.;5;14;26/09/1971 11:02;48:16.0;8968;14560.5328
2454;Highland Lanes;4467 Sheridan Rd.;33;13;28/04/2002 16:08;00:00.0;2776;57283.7248
2455;Nel Video Productions;1799 Rosemary Way;6;16;26/09/2000 05:27;20:00.0;9876;54192.832
2456;George Lee Antiques;433 Burton Ave.;16;32;29/08/2000 19:40;00:00.0;88520;51804.1592
2457;Flinn Mosquito and Pest Contro;746 Judson Place;13;9;16/03/1986 12:27;40:00.0;52680;43631.5004
2458;Morgan Construction Co;2224 Sherman Rd.;5;24;28/06/2003 06:35;34:56.0;9666;35512.6499
2459;Caranisco Homes;1858 Balsam Way;30;17;30/12/2005 11:33;14:56.0;67335;26880.1187
2460;Got It All Electronics Supply;210 Cresant Rd.;44;43;22/11/1978 16:27;28:16.0;69642;74030.703
2461;Funnyface Amusement Games;1077 Court Ave.;4;31;25/01/1975 05:33;14:56.0;44642;19578.2634
2462;Ernie's Foriegn Car Service;225 Jeffrys Place;11;5;03/12/1971 16:55;40:00.0;35304;90299.0986
2463;New Dehli Auto Exchange;302-A Crestwood Village Rd.;30;33;24/02/2005 17:48;20:00.0;2480;64930.6347
2464;Sigman and Freud Psychiatry;550 Sheridan;16;6;15/09/2007 15:42;33:20.0;16784;9532.2418
2465;Doll House Rock;3148 cottonwood Ct.;26;16;21/07/2001 12:48;33:20.0;85322;30464.9174
2466;Salt & Pepper Catering Service;1831 Beverly Place #9D;41;13;23/09/2006 22:07;06:40.0;69500;43146.4724
2467;Quad City Cleaning;218 Oakridge Ave.;23;5;16/08/1983 17:40;40:00.0;37137;82250.6528
2468;Nina's Snow Plowing;430 Oakland Drive;8;30;04/03/2004 05:48;13:20.0;59568;48163.1566
2469;Camp Stuff;643 De Temple Rd.;31;44;09/10/2000 20:08;53:20.0;70424;9456.1096
2470;Hardee Woodwork Ltd.;430 Oakland Drive;24;4;29/05/1983 13:40;00:00.0;59680;39090.1476
2471;Lidhal design Corp.;456 Groverland Ave.;28;11;19/06/1982 10:35;41:36.0;11294;58052.2576
2472;Got It All Electronics Supply;120 high St.;1;30;07/05/1982 14:48;14:56.0;58395;4400.77
2473;Keep Cool Air Conditioner Repa;465 Stratford Rd.;35;16;11/03/2005 00:13;46:40.0;25496;22026.712
2474;DBN Bank;1287 Glencoe Ave.;5;26;17/06/1977 13:53;00:00.0;44250;32356.7269
2475;Ebert Music Center;1715 Chicago Ave.;6;41;23/03/2002 18:02;46:40.0;30312;98450.1
2476;AAA Daniels Antiques;3148 cottonwood Ct.;45;23;30/04/2006 17:02;26:40.0;8993;40672.1132
2477;Lutz Soft Cloth Car Wash;1975 elmwood Circle;46;8;26/04/2004 20:40;13:20.0;91927;9750.0512
2478;Smith & Wesson Militia;22 Clay rd.;14;31;17/12/2002 04:40;14:56.0;54519;64517.3286
2479;Air Barbados;632 Roger Williams;22;24;13/07/2001 09:27;06:40.0;36984;32870.5221
2480;Lutz Soft Cloth Car Wash;218 Oakridge Ave.;27;28;07/05/2001 16:20;33:20.0;23713;18485.9807
2481;Dean Grant Buick and Crysler;201-C Frontage Rd.;12;1;04/11/2005 05:33;40:00.0;42558;84502.3412
2482;Jay's Cabinet Company;14836 W. River Oaks Dr.;3;35;17/03/1996 10:53;06:40.0;65599;34388.3274
2483;Air India;1770 first St.;45;5;07/12/1993 10:27;21:36.0;90635;52948.0322
2484;Schmidt Denists;965 Marion Place Apt. 65C;11;6;03/05/2001 19:00;53:20.0;16642;23298.917
2485;Yale Remins Temp Agency;42 Valley Rd.;5;45;09/11/2005 20:15;28:16.0;24933;32070.1616
2486;Maintence Services of Maine;1547 Vine;46;46;28/09/1971 18:35;00:00.0;98926;42150.695
2487;BBQ Smith's Tex Mex;4763 Blackhawk Rd.;3;14;10/04/2000 23:35;00:00.0;10718;66480.1975
